13:49:29.893 DB not initialized, please visit setup page - http://[your-server-host]:8080 to see instructions on how to initialize Trilium.
13:49:29.895 DB size: 4 KB
13:49:30.508 {
  "appVersion": "0.61.14",
  "dbVersion": 227,
  "syncVersion": 31,
  "buildDate": "2023-11-16T00:21:34+01:00",
  "buildRevision": "0afc41060a935a46642a082128bea5002c2410e1",
  "dataDirectory": "/home/node/trilium-data",
  "clipperProtocolVersion": "1.0",
  "utcDateTime": "2023-11-30T13:49:29.683Z"
}
13:49:30.508 CPU model: Intel(R) Core(TM) i7-10710U CPU @ 1.10GHz, logical cores: 12 freq: 3870 Mhz
13:49:30.508 Trusted reverse proxy: false
13:49:30.509 App HTTP server starting up at port 8080
14:57:58.158 Error: Router not found for request /api?timeout=32s
14:57:58.159 Error: Router not found for request /apis?timeout=32s
14:57:58.160 Error: Router not found for request /api?timeout=32s
14:57:58.161 Error: Router not found for request /apis?timeout=32s
14:57:58.163 Error: Router not found for request /api?timeout=32s
14:57:58.164 Error: Router not found for request /apis?timeout=32s
14:57:58.165 Error: Router not found for request /api?timeout=32s
14:57:58.166 Error: Router not found for request /apis?timeout=32s
14:58:00.261 Error: Router not found for request /api?timeout=32s
14:58:00.263 Error: Router not found for request /apis?timeout=32s
14:58:00.264 Error: Router not found for request /api?timeout=32s
14:58:00.273 Error: Router not found for request /apis?timeout=32s
14:58:00.274 Error: Router not found for request /api?timeout=32s
14:58:00.276 Error: Router not found for request /apis?timeout=32s
14:58:00.277 Error: Router not found for request /api?timeout=32s
14:58:00.279 Error: Router not found for request /apis?timeout=32s
14:58:00.280 Error: Router not found for request /api?timeout=32s
14:58:00.281 Error: Router not found for request /apis?timeout=32s
14:58:02.377 Error: Router not found for request /api?timeout=32s
14:58:02.379 Error: Router not found for request /apis?timeout=32s
14:58:02.380 Error: Router not found for request /api?timeout=32s
14:58:02.389 Error: Router not found for request /apis?timeout=32s
14:58:02.390 Error: Router not found for request /api?timeout=32s
14:58:02.392 Error: Router not found for request /apis?timeout=32s
14:58:02.393 Error: Router not found for request /api?timeout=32s
14:58:02.394 Error: Router not found for request /apis?timeout=32s
14:58:02.395 Error: Router not found for request /api?timeout=32s
14:58:02.396 Error: Router not found for request /apis?timeout=32s
14:58:04.491 Error: Router not found for request /api?timeout=32s
14:58:04.492 Error: Router not found for request /apis?timeout=32s
14:58:04.494 Error: Router not found for request /api?timeout=32s
14:58:04.503 Error: Router not found for request /apis?timeout=32s
14:58:04.505 Error: Router not found for request /api?timeout=32s
14:58:04.506 Error: Router not found for request /apis?timeout=32s
14:58:04.507 Error: Router not found for request /api?timeout=32s
14:58:04.508 Error: Router not found for request /apis?timeout=32s
14:58:04.509 Error: Router not found for request /api?timeout=32s
14:58:04.510 Error: Router not found for request /apis?timeout=32s
14:58:06.586 Error: Router not found for request /api?timeout=32s
14:58:06.589 Error: Router not found for request /apis?timeout=32s
14:58:06.591 Error: Router not found for request /api?timeout=32s
14:58:06.598 Error: Router not found for request /apis?timeout=32s
14:58:06.600 Error: Router not found for request /api?timeout=32s
14:58:06.602 Error: Router not found for request /apis?timeout=32s
14:58:06.603 Error: Router not found for request /api?timeout=32s
14:58:06.605 Error: Router not found for request /apis?timeout=32s
14:58:06.606 Error: Router not found for request /api?timeout=32s
14:58:06.608 Error: Router not found for request /apis?timeout=32s
14:58:08.679 Error: Router not found for request /api?timeout=32s
14:58:08.680 Error: Router not found for request /apis?timeout=32s
14:58:08.682 Error: Router not found for request /api?timeout=32s
14:58:08.694 Error: Router not found for request /apis?timeout=32s
14:58:08.697 Error: Router not found for request /api?timeout=32s
14:58:08.699 Error: Router not found for request /apis?timeout=32s
14:58:08.700 Error: Router not found for request /api?timeout=32s
14:58:08.701 Error: Router not found for request /apis?timeout=32s
14:58:08.702 Error: Router not found for request /api?timeout=32s
14:58:08.703 Error: Router not found for request /apis?timeout=32s
14:58:10.783 Error: Router not found for request /api?timeout=32s
14:58:10.785 Error: Router not found for request /apis?timeout=32s
14:58:10.786 Error: Router not found for request /api?timeout=32s
14:58:10.787 Error: Router not found for request /apis?timeout=32s
14:58:10.788 Error: Router not found for request /api?timeout=32s
14:58:10.789 Error: Router not found for request /apis?timeout=32s
14:58:10.790 Error: Router not found for request /api?timeout=32s
14:58:10.791 Error: Router not found for request /apis?timeout=32s
14:58:10.792 Error: Router not found for request /api?timeout=32s
14:58:10.793 Error: Router not found for request /apis?timeout=32s
14:58:12.872 Error: Router not found for request /api?timeout=32s
14:58:12.875 Error: Router not found for request /apis?timeout=32s
14:58:12.876 Error: Router not found for request /api?timeout=32s
14:58:12.885 Error: Router not found for request /apis?timeout=32s
14:58:12.887 Error: Router not found for request /api?timeout=32s
14:58:12.889 Error: Router not found for request /apis?timeout=32s
14:58:12.890 Error: Router not found for request /api?timeout=32s
14:58:12.891 Error: Router not found for request /apis?timeout=32s
14:58:12.892 Error: Router not found for request /api?timeout=32s
14:58:12.893 Error: Router not found for request /apis?timeout=32s
14:58:14.967 Error: Router not found for request /api?timeout=32s
14:58:14.968 Error: Router not found for request /apis?timeout=32s
14:58:14.970 Error: Router not found for request /api?timeout=32s
14:58:14.979 Error: Router not found for request /apis?timeout=32s
14:58:14.981 Error: Router not found for request /api?timeout=32s
14:58:14.982 Error: Router not found for request /apis?timeout=32s
14:58:14.983 Error: Router not found for request /api?timeout=32s
14:58:14.985 Error: Router not found for request /apis?timeout=32s
14:58:14.987 Error: Router not found for request /api?timeout=32s
14:58:14.989 Error: Router not found for request /apis?timeout=32s
14:58:17.071 Error: Router not found for request /api?timeout=32s
14:58:17.073 Error: Router not found for request /apis?timeout=32s
14:58:17.074 Error: Router not found for request /api?timeout=32s
14:58:17.083 Error: Router not found for request /apis?timeout=32s
14:58:17.085 Error: Router not found for request /api?timeout=32s
14:58:17.086 Error: Router not found for request /apis?timeout=32s
14:58:17.087 Error: Router not found for request /api?timeout=32s
14:58:17.088 Error: Router not found for request /apis?timeout=32s
14:58:17.090 Error: Router not found for request /api?timeout=32s
14:58:17.091 Error: Router not found for request /apis?timeout=32s
14:58:19.188 Error: Router not found for request /api?timeout=32s
14:58:19.189 Error: Router not found for request /apis?timeout=32s
14:58:19.190 Error: Router not found for request /api?timeout=32s
14:58:19.199 Error: Router not found for request /apis?timeout=32s
14:58:19.201 Error: Router not found for request /api?timeout=32s
14:58:19.202 Error: Router not found for request /apis?timeout=32s
14:58:19.203 Error: Router not found for request /api?timeout=32s
14:58:19.204 Error: Router not found for request /apis?timeout=32s
14:58:19.206 Error: Router not found for request /api?timeout=32s
14:58:19.207 Error: Router not found for request /apis?timeout=32s
14:58:19.394 200 GET /api/health-check with 15 bytes took 0ms
14:58:21.283 Error: Router not found for request /api?timeout=32s
14:58:21.284 Error: Router not found for request /apis?timeout=32s
14:58:21.286 Error: Router not found for request /api?timeout=32s
14:58:21.294 Error: Router not found for request /apis?timeout=32s
14:58:21.296 Error: Router not found for request /api?timeout=32s
14:58:21.298 Error: Router not found for request /apis?timeout=32s
14:58:21.299 Error: Router not found for request /api?timeout=32s
14:58:21.300 Error: Router not found for request /apis?timeout=32s
14:58:21.301 Error: Router not found for request /api?timeout=32s
14:58:21.303 Error: Router not found for request /apis?timeout=32s
14:58:23.401 Error: Router not found for request /api?timeout=32s
14:58:23.402 Error: Router not found for request /apis?timeout=32s
14:58:23.403 Error: Router not found for request /api?timeout=32s
14:58:23.416 Error: Router not found for request /apis?timeout=32s
14:58:23.420 Error: Router not found for request /api?timeout=32s
14:58:23.422 Error: Router not found for request /apis?timeout=32s
14:58:23.423 Error: Router not found for request /api?timeout=32s
14:58:23.424 Error: Router not found for request /apis?timeout=32s
14:58:23.426 Error: Router not found for request /api?timeout=32s
14:58:23.427 Error: Router not found for request /apis?timeout=32s
14:58:25.523 Error: Router not found for request /api?timeout=32s
14:58:25.524 Error: Router not found for request /apis?timeout=32s
14:58:25.526 Error: Router not found for request /api?timeout=32s
14:58:25.535 Error: Router not found for request /apis?timeout=32s
14:58:25.537 Error: Router not found for request /api?timeout=32s
14:58:25.538 Error: Router not found for request /apis?timeout=32s
14:58:25.539 Error: Router not found for request /api?timeout=32s
14:58:25.540 Error: Router not found for request /apis?timeout=32s
14:58:25.542 Error: Router not found for request /api?timeout=32s
14:58:25.544 Error: Router not found for request /apis?timeout=32s
14:58:27.634 Error: Router not found for request /api?timeout=32s
14:58:27.636 Error: Router not found for request /apis?timeout=32s
14:58:27.637 Error: Router not found for request /api?timeout=32s
14:58:27.645 Error: Router not found for request /apis?timeout=32s
14:58:27.647 Error: Router not found for request /api?timeout=32s
14:58:27.648 Error: Router not found for request /apis?timeout=32s
14:58:27.649 Error: Router not found for request /api?timeout=32s
14:58:27.650 Error: Router not found for request /apis?timeout=32s
14:58:27.651 Error: Router not found for request /api?timeout=32s
14:58:27.653 Error: Router not found for request /apis?timeout=32s
14:58:29.748 Error: Router not found for request /api?timeout=32s
14:58:29.749 Error: Router not found for request /apis?timeout=32s
14:58:29.751 Error: Router not found for request /api?timeout=32s
14:58:29.759 Error: Router not found for request /apis?timeout=32s
14:58:29.760 Error: Router not found for request /api?timeout=32s
14:58:29.761 Error: Router not found for request /apis?timeout=32s
14:58:29.762 Error: Router not found for request /api?timeout=32s
14:58:29.763 Error: Router not found for request /apis?timeout=32s
14:58:29.764 Error: Router not found for request /api?timeout=32s
14:58:29.766 Error: Router not found for request /apis?timeout=32s
14:58:31.860 Error: Router not found for request /api?timeout=32s
14:58:31.861 Error: Router not found for request /apis?timeout=32s
14:58:31.862 Error: Router not found for request /api?timeout=32s
14:58:31.874 Error: Router not found for request /apis?timeout=32s
14:58:31.880 Error: Router not found for request /api?timeout=32s
14:58:31.885 Error: Router not found for request /apis?timeout=32s
14:58:31.887 Error: Router not found for request /api?timeout=32s
14:58:31.888 Error: Router not found for request /apis?timeout=32s
14:58:31.890 Error: Router not found for request /api?timeout=32s
14:58:31.891 Error: Router not found for request /apis?timeout=32s
14:58:33.971 Error: Router not found for request /api?timeout=32s
14:58:33.972 Error: Router not found for request /apis?timeout=32s
14:58:33.974 Error: Router not found for request /api?timeout=32s
14:58:33.975 Error: Router not found for request /apis?timeout=32s
14:58:33.977 Error: Router not found for request /api?timeout=32s
14:58:33.979 Error: Router not found for request /apis?timeout=32s
14:58:33.980 Error: Router not found for request /api?timeout=32s
14:58:33.981 Error: Router not found for request /apis?timeout=32s
14:58:33.983 Error: Router not found for request /api?timeout=32s
14:58:33.986 Error: Router not found for request /apis?timeout=32s
14:58:36.085 Error: Router not found for request /api?timeout=32s
14:58:36.087 Error: Router not found for request /apis?timeout=32s
14:58:36.088 Error: Router not found for request /api?timeout=32s
14:58:36.089 Error: Router not found for request /apis?timeout=32s
14:58:36.090 Error: Router not found for request /api?timeout=32s
14:58:36.091 Error: Router not found for request /apis?timeout=32s
14:58:36.092 Error: Router not found for request /api?timeout=32s
14:58:36.093 Error: Router not found for request /apis?timeout=32s
14:58:36.094 Error: Router not found for request /api?timeout=32s
14:58:36.096 Error: Router not found for request /apis?timeout=32s
14:58:38.193 Error: Router not found for request /api?timeout=32s
14:58:38.195 Error: Router not found for request /apis?timeout=32s
14:58:38.196 Error: Router not found for request /api?timeout=32s
14:58:38.207 Error: Router not found for request /apis?timeout=32s
14:58:38.212 Error: Router not found for request /api?timeout=32s
14:58:38.217 Error: Router not found for request /apis?timeout=32s
14:58:38.223 Error: Router not found for request /api?timeout=32s
14:58:38.228 Error: Router not found for request /apis?timeout=32s
14:58:38.233 Error: Router not found for request /api?timeout=32s
14:58:38.238 Error: Router not found for request /apis?timeout=32s
14:58:40.315 Error: Router not found for request /api?timeout=32s
14:58:40.316 Error: Router not found for request /apis?timeout=32s
14:58:40.317 Error: Router not found for request /api?timeout=32s
14:58:40.327 Error: Router not found for request /apis?timeout=32s
14:58:40.328 Error: Router not found for request /api?timeout=32s
14:58:40.329 Error: Router not found for request /apis?timeout=32s
14:58:40.331 Error: Router not found for request /api?timeout=32s
14:58:40.332 Error: Router not found for request /apis?timeout=32s
14:58:40.333 Error: Router not found for request /api?timeout=32s
14:58:40.334 Error: Router not found for request /apis?timeout=32s
14:58:42.413 Error: Router not found for request /api?timeout=32s
14:58:42.414 Error: Router not found for request /apis?timeout=32s
14:58:42.415 Error: Router not found for request /api?timeout=32s
14:58:42.424 Error: Router not found for request /apis?timeout=32s
14:58:42.425 Error: Router not found for request /api?timeout=32s
14:58:42.426 Error: Router not found for request /apis?timeout=32s
14:58:42.428 Error: Router not found for request /api?timeout=32s
14:58:42.429 Error: Router not found for request /apis?timeout=32s
14:58:42.430 Error: Router not found for request /api?timeout=32s
14:58:42.431 Error: Router not found for request /apis?timeout=32s
14:58:44.510 Error: Router not found for request /api?timeout=32s
14:58:44.511 Error: Router not found for request /apis?timeout=32s
14:58:44.512 Error: Router not found for request /api?timeout=32s
14:58:44.521 Error: Router not found for request /apis?timeout=32s
14:58:44.522 Error: Router not found for request /api?timeout=32s
14:58:44.524 Error: Router not found for request /apis?timeout=32s
14:58:44.525 Error: Router not found for request /api?timeout=32s
14:58:44.526 Error: Router not found for request /apis?timeout=32s
14:58:44.527 Error: Router not found for request /api?timeout=32s
14:58:44.528 Error: Router not found for request /apis?timeout=32s
14:58:46.602 Error: Router not found for request /api?timeout=32s
14:58:46.603 Error: Router not found for request /apis?timeout=32s
14:58:46.604 Error: Router not found for request /api?timeout=32s
14:58:46.605 Error: Router not found for request /apis?timeout=32s
14:58:46.607 Error: Router not found for request /api?timeout=32s
14:58:46.608 Error: Router not found for request /apis?timeout=32s
14:58:46.609 Error: Router not found for request /api?timeout=32s
14:58:46.610 Error: Router not found for request /apis?timeout=32s
14:58:46.611 Error: Router not found for request /api?timeout=32s
14:58:46.612 Error: Router not found for request /apis?timeout=32s
14:58:48.708 Error: Router not found for request /api?timeout=32s
14:58:48.710 Error: Router not found for request /apis?timeout=32s
14:58:48.711 Error: Router not found for request /api?timeout=32s
14:58:48.720 Error: Router not found for request /apis?timeout=32s
14:58:48.722 Error: Router not found for request /api?timeout=32s
14:58:48.724 Error: Router not found for request /apis?timeout=32s
14:58:48.725 Error: Router not found for request /api?timeout=32s
14:58:48.726 Error: Router not found for request /apis?timeout=32s
14:58:48.728 Error: Router not found for request /api?timeout=32s
14:58:48.729 Error: Router not found for request /apis?timeout=32s
14:58:49.544 200 GET /api/health-check with 15 bytes took 0ms
14:58:50.824 Error: Router not found for request /api?timeout=32s
14:58:50.825 Error: Router not found for request /apis?timeout=32s
14:58:50.827 Error: Router not found for request /api?timeout=32s
14:58:50.835 Error: Router not found for request /apis?timeout=32s
14:58:50.837 Error: Router not found for request /api?timeout=32s
14:58:50.838 Error: Router not found for request /apis?timeout=32s
14:58:50.839 Error: Router not found for request /api?timeout=32s
14:58:50.840 Error: Router not found for request /apis?timeout=32s
14:58:50.841 Error: Router not found for request /api?timeout=32s
14:58:50.842 Error: Router not found for request /apis?timeout=32s
14:58:52.911 Error: Router not found for request /api?timeout=32s
14:58:52.912 Error: Router not found for request /apis?timeout=32s
14:58:52.913 Error: Router not found for request /api?timeout=32s
14:58:52.915 Error: Router not found for request /apis?timeout=32s
14:58:52.916 Error: Router not found for request /api?timeout=32s
14:58:52.918 Error: Router not found for request /apis?timeout=32s
14:58:52.919 Error: Router not found for request /api?timeout=32s
14:58:52.920 Error: Router not found for request /apis?timeout=32s
14:58:52.921 Error: Router not found for request /api?timeout=32s
14:58:52.923 Error: Router not found for request /apis?timeout=32s
14:58:55.019 Error: Router not found for request /api?timeout=32s
14:58:55.020 Error: Router not found for request /apis?timeout=32s
14:58:55.022 Error: Router not found for request /api?timeout=32s
14:58:55.033 Error: Router not found for request /apis?timeout=32s
14:58:55.039 Error: Router not found for request /api?timeout=32s
14:58:55.040 Error: Router not found for request /apis?timeout=32s
14:58:55.042 Error: Router not found for request /api?timeout=32s
14:58:55.043 Error: Router not found for request /apis?timeout=32s
14:58:55.045 Error: Router not found for request /api?timeout=32s
14:58:55.047 Error: Router not found for request /apis?timeout=32s
14:58:57.147 Error: Router not found for request /api?timeout=32s
14:58:57.148 Error: Router not found for request /apis?timeout=32s
14:58:57.149 Error: Router not found for request /api?timeout=32s
14:58:57.158 Error: Router not found for request /apis?timeout=32s
14:58:57.159 Error: Router not found for request /api?timeout=32s
14:58:57.161 Error: Router not found for request /apis?timeout=32s
14:58:57.162 Error: Router not found for request /api?timeout=32s
14:58:57.163 Error: Router not found for request /apis?timeout=32s
14:58:57.164 Error: Router not found for request /api?timeout=32s
14:58:57.166 Error: Router not found for request /apis?timeout=32s
14:58:59.237 Error: Router not found for request /api?timeout=32s
14:58:59.238 Error: Router not found for request /apis?timeout=32s
14:58:59.239 Error: Router not found for request /api?timeout=32s
14:58:59.248 Error: Router not found for request /apis?timeout=32s
14:58:59.249 Error: Router not found for request /api?timeout=32s
14:58:59.250 Error: Router not found for request /apis?timeout=32s
14:58:59.251 Error: Router not found for request /api?timeout=32s
14:58:59.252 Error: Router not found for request /apis?timeout=32s
14:58:59.254 Error: Router not found for request /api?timeout=32s
14:58:59.255 Error: Router not found for request /apis?timeout=32s
14:59:01.348 Error: Router not found for request /api?timeout=32s
14:59:01.349 Error: Router not found for request /apis?timeout=32s
14:59:01.351 Error: Router not found for request /api?timeout=32s
14:59:01.360 Error: Router not found for request /apis?timeout=32s
14:59:01.361 Error: Router not found for request /api?timeout=32s
14:59:01.363 Error: Router not found for request /apis?timeout=32s
14:59:01.364 Error: Router not found for request /api?timeout=32s
14:59:01.365 Error: Router not found for request /apis?timeout=32s
14:59:01.367 Error: Router not found for request /api?timeout=32s
14:59:01.368 Error: Router not found for request /apis?timeout=32s
14:59:03.462 Error: Router not found for request /api?timeout=32s
14:59:03.463 Error: Router not found for request /apis?timeout=32s
14:59:03.464 Error: Router not found for request /api?timeout=32s
14:59:03.473 Error: Router not found for request /apis?timeout=32s
14:59:03.475 Error: Router not found for request /api?timeout=32s
14:59:03.477 Error: Router not found for request /apis?timeout=32s
14:59:03.478 Error: Router not found for request /api?timeout=32s
14:59:03.480 Error: Router not found for request /apis?timeout=32s
14:59:03.481 Error: Router not found for request /api?timeout=32s
14:59:03.482 Error: Router not found for request /apis?timeout=32s
14:59:05.577 Error: Router not found for request /api?timeout=32s
14:59:05.578 Error: Router not found for request /apis?timeout=32s
14:59:05.579 Error: Router not found for request /api?timeout=32s
14:59:05.588 Error: Router not found for request /apis?timeout=32s
14:59:05.589 Error: Router not found for request /api?timeout=32s
14:59:05.590 Error: Router not found for request /apis?timeout=32s
14:59:05.591 Error: Router not found for request /api?timeout=32s
14:59:05.593 Error: Router not found for request /apis?timeout=32s
14:59:05.594 Error: Router not found for request /api?timeout=32s
14:59:05.595 Error: Router not found for request /apis?timeout=32s
14:59:07.689 Error: Router not found for request /api?timeout=32s
14:59:07.690 Error: Router not found for request /apis?timeout=32s
14:59:07.692 Error: Router not found for request /api?timeout=32s
14:59:07.700 Error: Router not found for request /apis?timeout=32s
14:59:07.702 Error: Router not found for request /api?timeout=32s
14:59:07.703 Error: Router not found for request /apis?timeout=32s
14:59:07.705 Error: Router not found for request /api?timeout=32s
14:59:07.706 Error: Router not found for request /apis?timeout=32s
14:59:07.707 Error: Router not found for request /api?timeout=32s
14:59:07.708 Error: Router not found for request /apis?timeout=32s
14:59:09.806 Error: Router not found for request /api?timeout=32s
14:59:09.807 Error: Router not found for request /apis?timeout=32s
14:59:09.809 Error: Router not found for request /api?timeout=32s
14:59:09.820 Error: Router not found for request /apis?timeout=32s
14:59:09.825 Error: Router not found for request /api?timeout=32s
14:59:09.830 Error: Router not found for request /apis?timeout=32s
14:59:09.835 Error: Router not found for request /api?timeout=32s
14:59:09.840 Error: Router not found for request /apis?timeout=32s
14:59:09.845 Error: Router not found for request /api?timeout=32s
14:59:09.850 Error: Router not found for request /apis?timeout=32s
14:59:11.951 Error: Router not found for request /api?timeout=32s
14:59:11.952 Error: Router not found for request /apis?timeout=32s
14:59:11.953 Error: Router not found for request /api?timeout=32s
14:59:11.962 Error: Router not found for request /apis?timeout=32s
14:59:11.963 Error: Router not found for request /api?timeout=32s
14:59:11.966 Error: Router not found for request /apis?timeout=32s
14:59:11.967 Error: Router not found for request /api?timeout=32s
14:59:11.968 Error: Router not found for request /apis?timeout=32s
14:59:11.969 Error: Router not found for request /api?timeout=32s
14:59:11.970 Error: Router not found for request /apis?timeout=32s
14:59:14.070 Error: Router not found for request /api?timeout=32s
14:59:14.072 Error: Router not found for request /apis?timeout=32s
14:59:14.073 Error: Router not found for request /api?timeout=32s
14:59:14.077 Error: Router not found for request /apis?timeout=32s
14:59:14.079 Error: Router not found for request /api?timeout=32s
14:59:14.080 Error: Router not found for request /apis?timeout=32s
14:59:14.081 Error: Router not found for request /api?timeout=32s
14:59:14.082 Error: Router not found for request /apis?timeout=32s
14:59:14.083 Error: Router not found for request /api?timeout=32s
14:59:14.085 Error: Router not found for request /apis?timeout=32s
14:59:16.162 Error: Router not found for request /api?timeout=32s
14:59:16.163 Error: Router not found for request /apis?timeout=32s
14:59:16.164 Error: Router not found for request /api?timeout=32s
14:59:16.166 Error: Router not found for request /apis?timeout=32s
14:59:16.167 Error: Router not found for request /api?timeout=32s
14:59:16.168 Error: Router not found for request /apis?timeout=32s
14:59:16.169 Error: Router not found for request /api?timeout=32s
14:59:16.170 Error: Router not found for request /apis?timeout=32s
14:59:16.171 Error: Router not found for request /api?timeout=32s
14:59:16.172 Error: Router not found for request /apis?timeout=32s
14:59:18.251 Error: Router not found for request /api?timeout=32s
14:59:18.252 Error: Router not found for request /apis?timeout=32s
14:59:18.254 Error: Router not found for request /api?timeout=32s
14:59:18.256 Error: Router not found for request /apis?timeout=32s
14:59:18.257 Error: Router not found for request /api?timeout=32s
14:59:18.258 Error: Router not found for request /apis?timeout=32s
14:59:18.259 Error: Router not found for request /api?timeout=32s
14:59:18.260 Error: Router not found for request /apis?timeout=32s
14:59:18.261 Error: Router not found for request /api?timeout=32s
14:59:18.262 Error: Router not found for request /apis?timeout=32s
14:59:19.682 200 GET /api/health-check with 15 bytes took 0ms
14:59:20.332 Error: Router not found for request /api?timeout=32s
14:59:20.335 Error: Router not found for request /apis?timeout=32s
14:59:20.336 Error: Router not found for request /api?timeout=32s
14:59:20.347 Error: Router not found for request /apis?timeout=32s
14:59:20.352 Error: Router not found for request /api?timeout=32s
14:59:20.357 Error: Router not found for request /apis?timeout=32s
14:59:20.358 Error: Router not found for request /api?timeout=32s
14:59:20.359 Error: Router not found for request /apis?timeout=32s
14:59:20.361 Error: Router not found for request /api?timeout=32s
14:59:20.362 Error: Router not found for request /apis?timeout=32s
14:59:22.433 Error: Router not found for request /api?timeout=32s
14:59:22.434 Error: Router not found for request /apis?timeout=32s
14:59:22.435 Error: Router not found for request /api?timeout=32s
14:59:22.444 Error: Router not found for request /apis?timeout=32s
14:59:22.446 Error: Router not found for request /api?timeout=32s
14:59:22.447 Error: Router not found for request /apis?timeout=32s
14:59:22.448 Error: Router not found for request /api?timeout=32s
14:59:22.449 Error: Router not found for request /apis?timeout=32s
14:59:22.450 Error: Router not found for request /api?timeout=32s
14:59:22.452 Error: Router not found for request /apis?timeout=32s
14:59:24.535 Error: Router not found for request /api?timeout=32s
14:59:24.536 Error: Router not found for request /apis?timeout=32s
14:59:24.538 Error: Router not found for request /api?timeout=32s
14:59:24.547 Error: Router not found for request /apis?timeout=32s
14:59:24.548 Error: Router not found for request /api?timeout=32s
14:59:24.550 Error: Router not found for request /apis?timeout=32s
14:59:24.551 Error: Router not found for request /api?timeout=32s
14:59:24.552 Error: Router not found for request /apis?timeout=32s
14:59:24.553 Error: Router not found for request /api?timeout=32s
14:59:24.554 Error: Router not found for request /apis?timeout=32s
14:59:26.651 Error: Router not found for request /api?timeout=32s
14:59:26.652 Error: Router not found for request /apis?timeout=32s
14:59:26.653 Error: Router not found for request /api?timeout=32s
14:59:26.663 Error: Router not found for request /apis?timeout=32s
14:59:26.664 Error: Router not found for request /api?timeout=32s
14:59:26.665 Error: Router not found for request /apis?timeout=32s
14:59:26.666 Error: Router not found for request /api?timeout=32s
14:59:26.668 Error: Router not found for request /apis?timeout=32s
14:59:26.669 Error: Router not found for request /api?timeout=32s
14:59:26.670 Error: Router not found for request /apis?timeout=32s
14:59:28.748 Error: Router not found for request /api?timeout=32s
14:59:28.749 Error: Router not found for request /apis?timeout=32s
14:59:28.751 Error: Router not found for request /api?timeout=32s
14:59:28.759 Error: Router not found for request /apis?timeout=32s
14:59:28.761 Error: Router not found for request /api?timeout=32s
14:59:28.762 Error: Router not found for request /apis?timeout=32s
14:59:28.763 Error: Router not found for request /api?timeout=32s
14:59:28.764 Error: Router not found for request /apis?timeout=32s
14:59:28.765 Error: Router not found for request /api?timeout=32s
14:59:28.766 Error: Router not found for request /apis?timeout=32s
14:59:30.831 Error: Router not found for request /api?timeout=32s
14:59:30.833 Error: Router not found for request /apis?timeout=32s
14:59:30.834 Error: Router not found for request /api?timeout=32s
14:59:30.846 Error: Router not found for request /apis?timeout=32s
14:59:30.851 Error: Router not found for request /api?timeout=32s
14:59:30.855 Error: Router not found for request /apis?timeout=32s
14:59:30.857 Error: Router not found for request /api?timeout=32s
14:59:30.858 Error: Router not found for request /apis?timeout=32s
14:59:30.859 Error: Router not found for request /api?timeout=32s
14:59:30.860 Error: Router not found for request /apis?timeout=32s
14:59:32.957 Error: Router not found for request /api?timeout=32s
14:59:32.958 Error: Router not found for request /apis?timeout=32s
14:59:32.959 Error: Router not found for request /api?timeout=32s
14:59:32.968 Error: Router not found for request /apis?timeout=32s
14:59:32.970 Error: Router not found for request /api?timeout=32s
14:59:32.971 Error: Router not found for request /apis?timeout=32s
14:59:32.972 Error: Router not found for request /api?timeout=32s
14:59:32.973 Error: Router not found for request /apis?timeout=32s
14:59:32.974 Error: Router not found for request /api?timeout=32s
14:59:32.975 Error: Router not found for request /apis?timeout=32s
14:59:35.071 Error: Router not found for request /api?timeout=32s
14:59:35.072 Error: Router not found for request /apis?timeout=32s
14:59:35.074 Error: Router not found for request /api?timeout=32s
14:59:35.084 Error: Router not found for request /apis?timeout=32s
14:59:35.085 Error: Router not found for request /api?timeout=32s
14:59:35.086 Error: Router not found for request /apis?timeout=32s
14:59:35.088 Error: Router not found for request /api?timeout=32s
14:59:35.089 Error: Router not found for request /apis?timeout=32s
14:59:35.090 Error: Router not found for request /api?timeout=32s
14:59:35.092 Error: Router not found for request /apis?timeout=32s
14:59:37.186 Error: Router not found for request /api?timeout=32s
14:59:37.188 Error: Router not found for request /apis?timeout=32s
14:59:37.189 Error: Router not found for request /api?timeout=32s
14:59:37.198 Error: Router not found for request /apis?timeout=32s
14:59:37.199 Error: Router not found for request /api?timeout=32s
14:59:37.201 Error: Router not found for request /apis?timeout=32s
14:59:37.203 Error: Router not found for request /api?timeout=32s
14:59:37.205 Error: Router not found for request /apis?timeout=32s
14:59:37.206 Error: Router not found for request /api?timeout=32s
14:59:37.207 Error: Router not found for request /apis?timeout=32s
14:59:39.280 Error: Router not found for request /api?timeout=32s
14:59:39.282 Error: Router not found for request /apis?timeout=32s
14:59:39.283 Error: Router not found for request /api?timeout=32s
14:59:39.292 Error: Router not found for request /apis?timeout=32s
14:59:39.293 Error: Router not found for request /api?timeout=32s
14:59:39.294 Error: Router not found for request /apis?timeout=32s
14:59:39.296 Error: Router not found for request /api?timeout=32s
14:59:39.297 Error: Router not found for request /apis?timeout=32s
14:59:39.298 Error: Router not found for request /api?timeout=32s
14:59:39.299 Error: Router not found for request /apis?timeout=32s
14:59:41.376 Error: Router not found for request /api?timeout=32s
14:59:41.378 Error: Router not found for request /apis?timeout=32s
14:59:41.379 Error: Router not found for request /api?timeout=32s
14:59:41.388 Error: Router not found for request /apis?timeout=32s
